user_id,amount,location,time_of_day
1470,51.03,StoreB,morning
1118,74.01,StoreC,morning
1395,79.0,StoreA,morning
1531,132.42,StoreC,morning
1260,57.76,StoreA,evening
1804,109.28,StoreA,morning
1933,99.94,StoreA,evening
1255,85.61,StoreB,morning
1733,115.17,StoreC,afternoon
1904,87.44,StoreC,afternoon
1225,87.78,StoreC,morning
1052,78.94,StoreA,afternoon
1939,104.47,StoreB,evening
1866,101.93,StoreA,morning
1499,67.49,StoreC,evening
1505,53.62,StoreB,morning
1853,75.94,StoreB,afternoon
1363,64.0,StoreB,evening
1279,78.73,StoreC,afternoon
1592,104.75,StoreB,afternoon
1713,70.85,StoreB,morning
1157,79.14,StoreA,evening
1631,1947.84,StoreA,afternoon
1058,96.97,StoreB,morning
1726,35.06,StoreB,morning
1127,67.87,StoreA,morning
1735,84.23,StoreA,afternoon
1720,104.0,StoreA,morning
1881,70.16,StoreC,evening
1114,42.47,StoreC,evening
1208,92.39,StoreA,afternoon
1525,67.29,StoreB,evening
1520,56.21,StoreA,morning
1551,67.51,StoreC,afternoon
1961,76.31,StoreB,morning
1236,67.91,StoreC,afternoon
1280,35.89,StoreB,afternoon
1358,97.94,StoreC,morning
1200,105.5,StoreB,evening
1757,93.03,StoreB,evening
1277,57.25,StoreB,afternoon
1234,75.97,StoreB,morning
1493,79.87,StoreC,morning
1003,91.98,StoreC,afternoon
1665,93.37,StoreB,evening
1441,65.32,StoreB,morning
1028,81.64,StoreC,evening
1108,2139.6000000000004,StoreB,evening
1609,109.12,StoreB,afternoon
1726,94.09,StoreB,afternoon
1804,95.78,StoreA,evening
1074,81.68,StoreB,morning
1837,108.21,StoreA,morning
1145,88.2,StoreB,afternoon
1127,62.78,StoreC,evening
1852,108.07,StoreA,morning
1041,2255.04,StoreA,morning
1355,71.14,StoreB,afternoon
1040,70.41,StoreB,evening
1933,85.93,StoreA,morning
1033,89.26,StoreC,afternoon
1016,83.95,StoreC,morning
1676,86.23,StoreB,morning
1152,114.0,StoreC,morning
1997,101.43,StoreC,afternoon
1377,83.81,StoreB,evening
1587,98.83,StoreC,afternoon
1598,59.35,StoreB,evening
1628,87.96,StoreA,morning
1873,116.19,StoreB,evening
1341,75.64,StoreA,morning
1980,63.05,StoreA,morning
1026,66.96,StoreC,afternoon
1824,58.21,StoreC,morning
1286,64.3,StoreC,afternoon
1645,72.59,StoreB,evening
1730,51.89,StoreC,evening
1167,80.31,StoreA,morning
1609,98.05,StoreC,afternoon
1267,61.84,StoreC,morning
1748,110.39,StoreB,afternoon
1820,90.22,StoreB,afternoon
1454,100.61,StoreA,afternoon
1905,66.84,StoreB,evening
1684,97.09,StoreC,afternoon
1400,58.16,StoreB,evening
1921,97.8,StoreA,afternoon
1980,83.44,StoreC,evening
1475,91.07,StoreA,evening
1701,56.49,StoreB,evening
1633,1490.4,StoreB,morning
1557,91.94,StoreA,afternoon
1575,61.03,StoreC,morning
1129,89.26,StoreB,afternoon
1821,52.66,StoreB,afternoon
1362,96.96,StoreC,morning
1704,55.35,StoreB,evening
1818,91.05,StoreA,afternoon
1692,92.51,StoreB,evening
1291,66.06,StoreB,morning
1370,91.64,StoreC,evening
1793,85.21,StoreA,afternoon
1028,69.22,StoreC,afternoon
1148,59.83,StoreB,afternoon
1778,40.75,StoreB,morning
1295,86.99,StoreC,afternoon
1010,48.7,StoreC,morning
1511,81.91,StoreC,evening
1675,74.73,StoreA,afternoon
1112,2245.92,StoreB,afternoon
1186,73.96,StoreC,afternoon
1806,73.41,StoreB,evening
1743,94.64,StoreA,afternoon
1226,86.7,StoreA,morning
1309,86.32,StoreA,evening
1097,89.39,StoreA,evening
1054,49.29,StoreB,evening
1622,95.14,StoreA,evening
1663,92.25,StoreA,evening
1757,59.67,StoreC,morning
1405,75.12,StoreA,evening
1068,79.21,StoreC,afternoon
1311,77.31,StoreA,evening
1288,86.68,StoreA,evening
1761,108.63,StoreC,evening
1547,101.64,StoreA,evening
1750,53.76,StoreB,evening
1147,92.44,StoreB,morning
1466,106.58,StoreA,morning
1738,87.74,StoreB,evening
1243,101.82,StoreC,morning
1490,120.25,StoreA,afternoon
1848,100.47,StoreA,evening
1957,84.99,StoreC,afternoon
1506,100.9,StoreC,afternoon
1364,82.9,StoreC,evening
1481,80.48,StoreA,afternoon
1200,72.97,StoreC,afternoon
1153,111.27,StoreC,afternoon
1449,63.63,StoreB,evening
1500,110.65,StoreB,evening
1072,90.0,StoreA,afternoon
1712,52.01,StoreB,evening
1295,87.35,StoreB,evening
1016,38.0,StoreC,afternoon
1640,92.51,StoreC,evening
1216,97.7,StoreB,morning
1060,68.15,StoreB,evening
1938,82.47,StoreB,morning
1615,119.08,StoreA,afternoon
1041,69.89,StoreA,evening
1024,58.82,StoreA,afternoon
1038,109.63,StoreB,afternoon
1802,119.25,StoreB,afternoon
1130,80.07,StoreA,afternoon
1497,100.23,StoreA,afternoon
1228,106.83,StoreB,evening
1107,65.15,StoreC,morning
1171,70.29,StoreA,evening
1434,104.62,StoreB,evening
1477,113.7,StoreB,evening
1101,91.26,StoreC,evening
1865,62.4,StoreB,morning
1523,119.74,StoreB,evening
1274,69.38,StoreA,afternoon
1612,73.3,StoreA,evening
1043,86.85,StoreC,evening
1954,111.08,StoreC,morning
1816,97.08,StoreB,morning
1956,88.3,StoreA,afternoon
1016,89.27,StoreC,evening
1329,80.87,StoreC,evening
1568,91.16,StoreC,evening
1822,29.41,StoreB,afternoon
1496,74.07,StoreA,morning
1814,84.83,StoreC,afternoon
1011,56.98,StoreA,evening
1317,2105.52,StoreC,morning
1591,75.91,StoreC,morning
1215,115.11,StoreA,afternoon
1338,111.46,StoreA,morning
1775,70.68,StoreA,morning
1990,76.98,StoreB,evening
1660,78.52,StoreC,evening
1080,70.97,StoreB,morning
1726,83.9,StoreA,morning
1484,64.83,StoreC,afternoon
1373,57.39,StoreB,afternoon
1975,92.45,StoreC,morning
1709,92.59,StoreB,evening
1199,63.91,StoreA,morning
1536,97.91,StoreB,morning
1465,67.37,StoreC,evening
1088,85.06,StoreC,evening
1267,96.41,StoreC,afternoon
1654,79.33,StoreC,afternoon
1570,89.09,StoreA,afternoon
1921,69.67,StoreB,afternoon
1488,76.07,StoreA,evening
1876,75.88,StoreA,morning
1537,65.07,StoreA,afternoon
1046,76.46,StoreC,afternoon
1287,49.03,StoreC,evening
1777,70.18,StoreC,evening
1015,74.3,StoreB,morning
1710,74.88,StoreC,morning
1400,75.17,StoreB,evening
1918,78.76,StoreC,afternoon
1793,89.59,StoreC,afternoon
1980,97.49,StoreA,afternoon
1085,67.0,StoreA,morning
1249,55.94,StoreA,afternoon
1390,59.16,StoreB,afternoon
1781,70.26,StoreB,evening
1334,72.96,StoreC,afternoon
1628,64.6,StoreB,evening
1518,54.08,StoreC,afternoon
1136,70.88,StoreB,morning
1882,83.63,StoreB,afternoon
1687,91.9,StoreB,afternoon
1839,68.85,StoreA,evening
1497,71.74,StoreB,evening
1826,61.47,StoreA,evening
1726,79.37,StoreA,afternoon
1476,63.03,StoreB,afternoon
1593,91.46,StoreC,morning
1222,1062.72,StoreC,afternoon
